CAN_ID_0x98,TIME_STAMP_MS,Ts_Diff_0x98,CAN_ID_0x9b,TIME_STAMP_MS,Ts_Diff_0x9b,CAN_ID_0x9c,TIME_STAMP_MS,Ts_Diff_0x9c,CAN_ID_0x9d,TIME_STAMP_MS,Ts_Diff_0x9d,CAN_ID_0x9f,TIME_STAMP_MS,Ts_Diff_0x9f,CAN_ID_0x280,TIME_STAMP_MS,Ts_Diff_0x280,CAN_ID_0x281,TIME_STAMP_MS,Ts_Diff_0x281,CAN_ID_0x282,TIME_STAMP_MS,Ts_Diff_0x282,CAN_ID_0x283,TIME_STAMP_MS,Ts_Diff_0x283,CAN_ID_0x284,TIME_STAMP_MS,Ts_Diff_0x284,CAN_ID_0x285,TIME_STAMP_MS,Ts_Diff_0x285,CAN_ID_0x286,TIME_STAMP_MS,Ts_Diff_0x286,CAN_ID_0x287,TIME_STAMP_MS,Ts_Diff_0x287,CAN_ID_0x288,TIME_STAMP_MS,Ts_Diff_0x288,CAN_ID_0x289,TIME_STAMP_MS,Ts_Diff_0x289,CAN_ID_0x28a,TIME_STAMP_MS,Ts_Diff_0x28a,CAN_ID_0x28b,TIME_STAMP_MS,Ts_Diff_0x28b,CAN_ID_0x28c,TIME_STAMP_MS,Ts_Diff_0x28c,CAN_ID_0x28d,TIME_STAMP_MS,Ts_Diff_0x28d,CAN_ID_0x28e,TIME_STAMP_MS,Ts_Diff_0x28e,CAN_ID_0x28f,TIME_STAMP_MS,Ts_Diff_0x28f,CAN_ID_0x290,TIME_STAMP_MS,Ts_Diff_0x290,CAN_ID_0x291,TIME_STAMP_MS,Ts_Diff_0x291,CAN_ID_0x292,TIME_STAMP_MS,Ts_Diff_0x292,CAN_ID_0x293,TIME_STAMP_MS,Ts_Diff_0x293,CAN_ID_0x294,TIME_STAMP_MS,Ts_Diff_0x294,CAN_ID_0x295,TIME_STAMP_MS,Ts_Diff_0x295,CAN_ID_0x296,TIME_STAMP_MS,Ts_Diff_0x296,CAN_ID_0x297,TIME_STAMP_MS,Ts_Diff_0x297,CAN_ID_0x298,TIME_STAMP_MS,Ts_Diff_0x298,CAN_ID_0x299,TIME_STAMP_MS,Ts_Diff_0x299,CAN_ID_0x29a,TIME_STAMP_MS,Ts_Diff_0x29a,CAN_ID_0x29b,TIME_STAMP_MS,Ts_Diff_0x29b,CAN_ID_0x29c,TIME_STAMP_MS,Ts_Diff_0x29c,CAN_ID_0x29d,TIME_STAMP_MS,Ts_Diff_0x29d,CAN_ID_0x29e,TIME_STAMP_MS,Ts_Diff_0x29e,CAN_ID_0x29f,TIME_STAMP_MS,Ts_Diff_0x29f,CAN_ID_0x2a0,TIME_STAMP_MS,Ts_Diff_0x2a0,CAN_ID_0x2a1,TIME_STAMP_MS,Ts_Diff_0x2a1,CAN_ID_0x2a2,TIME_STAMP_MS,Ts_Diff_0x2a2,CAN_ID_0x2a3,TIME_STAMP_MS,Ts_Diff_0x2a3,CAN_ID_0x2a4,TIME_STAMP_MS,Ts_Diff_0x2a4,CAN_ID_0x2a5,TIME_STAMP_MS,Ts_Diff_0x2a5,CAN_ID_0x2a6,TIME_STAMP_MS,Ts_Diff_0x2a6,CAN_ID_0x2a7,TIME_STAMP_MS,Ts_Diff_0x2a7,CAN_ID_0x2a8,TIME_STAMP_MS,Ts_Diff_0x2a8,CAN_ID_0x2a9,TIME_STAMP_MS,Ts_Diff_0x2a9,CAN_ID_0x2aa,TIME_STAMP_MS,Ts_Diff_0x2aa,CAN_ID_0x2ab,TIME_STAMP_MS,Ts_Diff_0x2ab,CAN_ID_0x2ac,TIME_STAMP_MS,Ts_Diff_0x2ac,CAN_ID_0x2ad,TIME_STAMP_MS,Ts_Diff_0x2ad,CAN_ID_0x2ae,TIME_STAMP_MS,Ts_Diff_0x2ae,CAN_ID_0x2af,TIME_STAMP_MS,Ts_Diff_0x2af,CAN_ID_0x2b0,TIME_STAMP_MS,Ts_Diff_0x2b0,CAN_ID_0x2b1,TIME_STAMP_MS,Ts_Diff_0x2b1,CAN_ID_0x53a,TIME_STAMP_MS,Ts_Diff_0x53a,
0x98, 1.76882e+12, 0,0x9b, 1.76882e+12, 0,0x9c, 1.76882e+12, 0,0x9d, 1.76882e+12, 0,0x9f, 1.76882e+12, 0,0x280, 1.76882e+12, 0,0x281, 1.76882e+12, 0,0x282, 1.76882e+12, 0,0x283, 1.76882e+12, 0,0x284, 1.76882e+12, 0,0x285, 1.76882e+12, 0,0x286, 1.76882e+12, 0,0x287, 1.76882e+12, 0,0x288, 1.76882e+12, 0,0x289, 1.76882e+12, 0,0x28a, 1.76882e+12, 0,0x28b, 1.76882e+12, 0,0x28c, 1.76882e+12, 0,0x28d, 1.76882e+12, 0,0x28e, 1.76882e+12, 0,0x28f, 1.76882e+12, 0,0x290, 1.76882e+12, 0,0x291, 1.76882e+12, 0,0x292, 1.76882e+12, 0,0x293, 1.76882e+12, 0,0x294, 1.76882e+12, 0,0x295, 1.76882e+12, 0,0x296, 1.76882e+12, 0,0x297, 1.76882e+12, 0,0x298, 1.76882e+12, 0,0x299, 1.76882e+12, 0,0x29a, 1.76882e+12, 0,0x29b, 1.76882e+12, 0,0x29c, 1.76882e+12, 0,0x29d, 1.76882e+12, 0,0x29e, 1.76882e+12, 0,0x29f, 1.76882e+12, 0,0x2a0, 1.76882e+12, 0,0x2a1, 1.76882e+12, 0,0x2a2, 1.76882e+12, 0,0x2a3, 1.76882e+12, 0,0x2a4, 1.76882e+12, 0,0x2a5, 1.76882e+12, 0,0x2a6, 1.76882e+12, 0,0x2a7, 1.76882e+12, 0,0x2a8, 1.76882e+12, 0,0x2a9, 1.76882e+12, 0,0x2aa, 1.76882e+12, 0,0x2ab, 1.76882e+12, 0,0x2ac, 1.76882e+12, 0,0x2ad, 1.76882e+12, 0,0x2ae, 1.76882e+12, 0,0x2af, 1.76882e+12, 0,0x2b0, 1.76882e+12, 0,0x2b1, 1.76882e+12, 0,0x53a, 1.76882e+12, 0,
0x98, 1.76882e+12, 50.0824,0x9b, 1.76882e+12, 999.898,0x9c, 1.76882e+12, 50.0919,0x9d, 1.76882e+12, 50.0918,0x9f, 1.76882e+12, 50.0918,0x280, 1.76882e+12, 49.773,0x281, 1.76882e+12, 49.771,0x282, 1.76882e+12, 49.7746,0x283, 1.76882e+12, 49.779,0x284, 1.76882e+12, 49.7765,0x285, 1.76882e+12, 49.7675,0x286, 1.76882e+12, 49.7665,0x287, 1.76882e+12, 49.768,0x288, 1.76882e+12, 49.7731,0x289, 1.76882e+12, 49.7795,0x28a, 1.76882e+12, 49.778,0x28b, 1.76882e+12, 49.7821,0x28c, 1.76882e+12, 49.7906,0x28d, 1.76882e+12, 49.8001,0x28e, 1.76882e+12, 49.8426,0x28f, 1.76882e+12, 49.8806,0x290, 1.76882e+12, 49.9176,0x291, 1.76882e+12, 49.9561,0x292, 1.76882e+12, 49.9931,0x293, 1.76882e+12, 50.0188,0x294, 1.76882e+12, 50.0188,0x295, 1.76882e+12, 50.0243,0x296, 1.76882e+12, 50.0223,0x297, 1.76882e+12, 50.0214,0x298, 1.76882e+12, 50.0184,0x299, 1.76882e+12, 50.0184,0x29a, 1.76882e+12, 50.0159,0x29b, 1.76882e+12, 50.0204,0x29c, 1.76882e+12, 50.0138,0x29d, 1.76882e+12, 50.0124,0x29e, 1.76882e+12, 50.0228,0x29f, 1.76882e+12, 50.0263,0x2a0, 1.76882e+12, 50.0178,0x2a1, 1.76882e+12, 50.0334,0x2a2, 1.76882e+12, 50.0308,0x2a3, 1.76882e+12, 50.0264,0x2a4, 1.76882e+12, 50.0238,0x2a5, 1.76882e+12, 50.0274,0x2a6, 1.76882e+12, 50.0279,0x2a7, 1.76882e+12, 50.0254,0x2a8, 1.76882e+12, 50.0274,0x2a9, 1.76882e+12, 50.0314,0x2aa, 1.76882e+12, 50.0303,0x2ab, 1.76882e+12, 50.0338,0x2ac, 1.76882e+12, 50.0328,0x2ad, 1.76882e+12, 50.0379,0x2ae, 1.76882e+12, 50.0394,0x2af, 1.76882e+12, 50.0604,0x2b0, 1.76882e+12, 50.0698,0x2b1, 1.76882e+12, 50.0788,0x53a, 1.76882e+12, 50.0264,
0x98, 1.76882e+12, 49.9256,0x9b, 1.76882e+12, 999.99,0x9c, 1.76882e+12, 49.9236,0x9d, 1.76882e+12, 49.9236,0x9f, 1.76882e+12, 49.9261,0x280, 1.76882e+12, 50.3432,0x281, 1.76882e+12, 50.3397,0x282, 1.76882e+12, 50.3407,0x283, 1.76882e+12, 50.3402,0x284, 1.76882e+12, 50.3438,0x285, 1.76882e+12, 50.3448,0x286, 1.76882e+12, 50.3523,0x287, 1.76882e+12, 50.3488,0x288, 1.76882e+12, 49.9885,0x289, 1.76882e+12, 49.9885,0x28a, 1.76882e+12, 49.991,0x28b, 1.76882e+12, 49.985,0x28c, 1.76882e+12, 49.9835,0x28d, 1.76882e+12, 49.983,0x28e, 1.76882e+12, 49.9515,0x28f, 1.76882e+12, 49.9121,0x290, 1.76882e+12, 49.8735,0x291, 1.76882e+12, 49.836,0x292, 1.76882e+12, 49.8025,0x293, 1.76882e+12, 49.7675,0x294, 1.76882e+12, 49.7295,0x295, 1.76882e+12, 49.686,0x296, 1.76882e+12, 49.6495,0x297, 1.76882e+12, 49.6115,0x298, 1.76882e+12, 49.5745,0x299, 1.76882e+12, 49.539,0x29a, 1.76882e+12, 49.502,0x29b, 1.76882e+12, 49.464,0x29c, 1.76882e+12, 49.433,0x29d, 1.76882e+12, 49.4025,0x29e, 1.76882e+12, 49.407,0x29f, 1.76882e+12, 49.425,0x2a0, 1.76882e+12, 49.4285,0x2a1, 1.76882e+12, 49.414,0x2a2, 1.76882e+12, 49.432,0x2a3, 1.76882e+12, 49.6318,0x2a4, 1.76882e+12, 49.6338,0x2a5, 1.76882e+12, 49.7892,0x2a6, 1.76882e+12, 49.7861,0x2a7, 1.76882e+12, 49.7841,0x2a8, 1.76882e+12, 49.7816,0x2a9, 1.76882e+12, 49.7756,0x2aa, 1.76882e+12, 49.7747,0x2ab, 1.76882e+12, 49.7706,0x2ac, 1.76882e+12, 49.7722,0x2ad, 1.76882e+12, 49.7881,0x2ae, 1.76882e+12, 49.8206,0x2af, 1.76882e+12, 49.8402,0x2b0, 1.76882e+12, 49.8771,0x2b1, 1.76882e+12, 49.9031,0x53a, 1.76882e+12, 50.1465,
0x98, 1.76882e+12, 49.476,0x9b, 1.76882e+12, 1000.3,0x9c, 1.76882e+12, 49.469,0x9d, 1.76882e+12, 49.469,0x9f, 1.76882e+12, 49.4675,0x280, 1.76882e+12, 99.8927,0x281, 1.76882e+12, 49.6034,0x282, 1.76882e+12, 49.5999,0x283, 1.76882e+12, 49.5959,0x284, 1.76882e+12, 49.5939,0x285, 1.76882e+12, 49.5974,0x286, 1.76882e+12, 49.5944,0x287, 1.76882e+12, 49.5994,0x288, 1.76882e+12, 49.9576,0x289, 1.76882e+12, 49.9616,0x28a, 1.76882e+12, 49.9596,0x28b, 1.76882e+12, 49.9582,0x28c, 1.76882e+12, 49.9582,0x28d, 1.76882e+12, 49.9612,0x28e, 1.76882e+12, 49.9606,0x28f, 1.76882e+12, 49.9601,0x290, 1.76882e+12, 49.9661,0x291, 1.76882e+12, 49.9626,0x292, 1.76882e+12, 49.9591,0x293, 1.76882e+12, 49.9591,0x294, 1.76882e+12, 49.9631,0x295, 1.76882e+12, 49.9721,0x296, 1.76882e+12, 49.9751,0x297, 1.76882e+12, 49.9776,0x298, 1.76882e+12, 49.9716,0x299, 1.76882e+12, 49.9686,0x29a, 1.76882e+12, 49.9691,0x29b, 1.76882e+12, 49.9666,0x29c, 1.76882e+12, 50.0011,0x29d, 1.76882e+12, 50.0316,0x29e, 1.76882e+12, 50.0321,0x29f, 1.76882e+12, 50.0171,0x2a0, 1.76882e+12, 50.0131,0x2a1, 1.76882e+12, 50.0251,0x2a2, 1.76882e+12, 50.0101,0x2a3, 1.76882e+12, 49.8133,0x2a4, 1.76882e+12, 49.8138,0x2a5, 1.76882e+12, 49.659,0x2a6, 1.76882e+12, 49.6605,0x2a7, 1.76882e+12, 49.669,0x2a8, 1.76882e+12, 49.6705,0x2a9, 1.76882e+12, 49.673,0x2aa, 1.76882e+12, 49.6759,0x2ab, 1.76882e+12, 49.6795,0x2ac, 1.76882e+12, 49.6765,0x2ad, 1.76882e+12, 49.6615,0x2ae, 1.76882e+12, 48.2989,0x2af, 1.76882e+12, 49.592,0x2b0, 1.76882e+12, 49.541,0x2b1, 1.76882e+12, 49.503,0x53a, 1.76882e+12, 49.2991,
0x98, 1.76882e+12, 50.4223,0x9b, 1.76882e+12, 1000.01,0x9c, 1.76882e+12, 50.4308,0x9d, 1.76882e+12, 50.4313,0x9f, 1.76882e+12, 50.4309,0x280, 1.76882e+12, 49.9144,0x281, 1.76882e+12, 50.2978,0x282, 1.76882e+12, 50.2968,0x283, 1.76882e+12, 50.2968,0x284, 1.76882e+12, 50.2963,0x285, 1.76882e+12, 50.2918,0x286, 1.76882e+12, 50.2907,0x287, 1.76882e+12, 50.2887,0x288, 1.76882e+12, 50.2792,0x289, 1.76882e+12, 50.2732,0x28a, 1.76882e+12, 50.2708,0x28b, 1.76882e+12, 50.2708,0x28c, 1.76882e+12, 50.2708,0x28d, 1.76882e+12, 50.2673,0x28e, 1.76882e+12, 50.2638,0x28f, 1.76882e+12, 50.2688,0x290, 1.76882e+12, 50.2628,0x291, 1.76882e+12, 50.2683,0x292, 1.76882e+12, 50.2678,0x293, 1.76882e+12, 50.2678,0x294, 1.76882e+12, 50.2618,0x295, 1.76882e+12, 50.2583,0x296, 1.76882e+12, 50.2559,0x297, 1.76882e+12, 50.2544,0x298, 1.76882e+12, 50.2584,0x299, 1.76882e+12, 50.2598,0x29a, 1.76882e+12, 50.2653,0x29b, 1.76882e+12, 50.2743,0x29c, 1.76882e+12, 50.2454,0x29d, 1.76882e+12, 50.2118,0x29e, 1.76882e+12, 50.2138,0x29f, 1.76882e+12, 50.2103,0x2a0, 1.76882e+12, 50.2128,0x2a1, 1.76882e+12, 50.2108,0x2a2, 1.76882e+12, 50.2073,0x2a3, 1.76882e+12, 50.2048,0x2a4, 1.76882e+12, 50.2058,0x2a5, 1.76882e+12, 50.2008,0x2a6, 1.76882e+12, 50.2018,0x2a7, 1.76882e+12, 50.1978,0x2a8, 1.76882e+12, 50.1983,0x2a9, 1.76882e+12, 50.1978,0x2aa, 1.76882e+12, 50.1939,0x2ab, 1.76882e+12, 50.2148,0x2ac, 1.76882e+12, 50.2248,0x2ad, 1.76882e+12, 50.2563,0x2ae, 1.76882e+12, 51.619,0x2af, 1.76882e+12, 50.3258,0x2b0, 1.76882e+12, 50.3608,0x2b1, 1.76882e+12, 50.3988,0x53a, 1.76882e+12, 50.2043,
0x98, 1.76882e+12, 50.1541,0x9b, 1.76882e+12, 999.973,0x9c, 1.76882e+12, 50.1531,0x9d, 1.76882e+12, 50.1531,0x9f, 1.76882e+12, 50.1525,0x280, 1.76882e+12, 50.099,0x281, 1.76882e+12, 49.9119,0x282, 1.76882e+12, 49.9094,0x283, 1.76882e+12, 49.9114,0x284, 1.76882e+12, 49.9094,0x285, 1.76882e+12, 49.9079,0x286, 1.76882e+12, 49.91,0x287, 1.76882e+12, 49.908,0x288, 1.76882e+12, 49.9185,0x289, 1.76882e+12, 49.9209,0x28a, 1.76882e+12, 49.9229,0x28b, 1.76882e+12, 49.9249,0x28c, 1.76882e+12, 49.9209,0x28d, 1.76882e+12, 49.9239,0x28e, 1.76882e+12, 49.9214,0x28f, 1.76882e+12, 49.9219,0x290, 1.76882e+12, 49.9234,0x291, 1.76882e+12, 49.9199,0x292, 1.76882e+12, 49.9214,0x293, 1.76882e+12, 49.9254,0x294, 1.76882e+12, 49.9281,0x295, 1.76882e+12, 49.9301,0x296, 1.76882e+12, 49.9661,0x297, 1.76882e+12, 49.9986,0x298, 1.76882e+12, 50.0396,0x299, 1.76882e+12, 50.0786,0x29a, 1.76882e+12, 50.1086,0x29b, 1.76882e+12, 50.1371,0x29c, 1.76882e+12, 50.1666,0x29d, 1.76882e+12, 50.2006,0x29e, 1.76882e+12, 50.1986,0x29f, 1.76882e+12, 50.2011,0x2a0, 1.76882e+12, 50.2006,0x2a1, 1.76882e+12, 50.2006,0x2a2, 1.76882e+12, 50.2016,0x2a3, 1.76882e+12, 50.203,0x2a4, 1.76882e+12, 50.203,0x2a5, 1.76882e+12, 50.2036,0x2a6, 1.76882e+12, 50.2005,0x2a7, 1.76882e+12, 50.1971,0x2a8, 1.76882e+12, 50.1961,0x2a9, 1.76882e+12, 50.1955,0x2aa, 1.76882e+12, 50.205,0x2ab, 1.76882e+12, 50.1841,0x2ac, 1.76882e+12, 50.1751,0x2ad, 1.76882e+12, 50.1471,0x2ae, 1.76882e+12, 50.1471,0x2af, 1.76882e+12, 50.1531,0x2b0, 1.76882e+12, 50.1531,0x2b1, 1.76882e+12, 50.1531,0x53a, 1.76882e+12, 50.203,
0x98, 1.76882e+12, 49.6338,0x9b, 1.76882e+12, 999.502,0x9c, 1.76882e+12, 49.6344,0x9d, 1.76882e+12, 49.6344,0x9f, 1.76882e+12, 49.6344,0x280, 1.76882e+12, 49.8779,0x281, 1.76882e+12, 50.1025,0x282, 1.76882e+12, 50.1045,0x283, 1.76882e+12, 50.1015,0x284, 1.76882e+12, 50.103,0x285, 1.76882e+12, 50.106,0x286, 1.76882e+12, 50.1015,0x287, 1.76882e+12, 50.1045,0x288, 1.76882e+12, 50.1075,0x289, 1.76882e+12, 50.1045,0x28a, 1.76882e+12, 50.1015,0x28b, 1.76882e+12, 50.0996,0x28c, 1.76882e+12, 50.099,0x28d, 1.76882e+12, 50.1,0x28e, 1.76882e+12, 50.106,0x28f, 1.76882e+12, 50.108,0x290, 1.76882e+12, 50.113,0x291, 1.76882e+12, 50.113,0x292, 1.76882e+12, 50.1135,0x293, 1.76882e+12, 50.11,0x294, 1.76882e+12, 50.1193,0x295, 1.76882e+12, 50.1173,0x296, 1.76882e+12, 50.0803,0x297, 1.76882e+12, 50.0528,0x298, 1.76882e+12, 50.0158,0x299, 1.76882e+12, 49.9763,0x29a, 1.76882e+12, 49.9468,0x29b, 1.76882e+12, 49.9143,0x29c, 1.76882e+12, 49.8793,0x29d, 1.76882e+12, 49.8398,0x29e, 1.76882e+12, 49.8013,0x29f, 1.76882e+12, 49.7994,0x2a0, 1.76882e+12, 49.7984,0x2a1, 1.76882e+12, 49.8034,0x2a2, 1.76882e+12, 49.8018,0x2a3, 1.76882e+12, 49.7998,0x2a4, 1.76882e+12, 49.8028,0x2a5, 1.76882e+12, 49.8063,0x2a6, 1.76882e+12, 49.8089,0x2a7, 1.76882e+12, 49.8073,0x2a8, 1.76882e+12, 49.8089,0x2a9, 1.76882e+12, 49.8063,0x2aa, 1.76882e+12, 49.7988,0x2ab, 1.76882e+12, 49.8098,0x2ac, 1.76882e+12, 49.8063,0x2ad, 1.76882e+12, 49.7963,0x2ae, 1.76882e+12, 48.4337,0x2af, 1.76882e+12, 49.7168,0x2b0, 1.76882e+12, 49.6844,0x2b1, 1.76882e+12, 49.6498,0x53a, 1.76882e+12, 49.7994,
0x98, 1.76882e+12, 49.8472,0x9b, 1.76882e+12, 1001.12,0x9c, 1.76882e+12, 49.8487,0x9d, 1.76882e+12, 49.8488,0x9f, 1.76882e+12, 49.8487,0x280, 1.76882e+12, 50.1935,0x281, 1.76882e+12, 49.8704,0x282, 1.76882e+12, 49.8714,0x283, 1.76882e+12, 49.8753,0x284, 1.76882e+12, 49.8738,0x285, 1.76882e+12, 49.8808,0x286, 1.76882e+12, 49.8813,0x287, 1.76882e+12, 49.8728,0x288, 1.76882e+12, 49.8638,0x289, 1.76882e+12, 49.8603,0x28a, 1.76882e+12, 49.8548,0x28b, 1.76882e+12, 49.8568,0x28c, 1.76882e+12, 49.8558,0x28d, 1.76882e+12, 49.8487,0x28e, 1.76882e+12, 49.8423,0x28f, 1.76882e+12, 49.8373,0x290, 1.76882e+12, 49.8337,0x291, 1.76882e+12, 49.8372,0x292, 1.76882e+12, 49.8432,0x293, 1.76882e+12, 49.8438,0x294, 1.76882e+12, 49.8363,0x295, 1.76882e+12, 49.8388,0x296, 1.76882e+12, 49.8428,0x297, 1.76882e+12, 49.8342,0x298, 1.76882e+12, 49.8332,0x299, 1.76882e+12, 49.8298,0x29a, 1.76882e+12, 49.8232,0x29b, 1.76882e+12, 49.8128,0x29c, 1.76882e+12, 49.8118,0x29d, 1.76882e+12, 49.8152,0x29e, 1.76882e+12, 49.8252,0x29f, 1.76882e+12, 49.8312,0x2a0, 1.76882e+12, 49.8332,0x2a1, 1.76882e+12, 49.8297,0x2a2, 1.76882e+12, 49.8317,0x2a3, 1.76882e+12, 49.8392,0x2a4, 1.76882e+12, 49.8347,0x2a5, 1.76882e+12, 49.8332,0x2a6, 1.76882e+12, 49.8337,0x2a7, 1.76882e+12, 49.8392,0x2a8, 1.76882e+12, 49.8407,0x2a9, 1.76882e+12, 49.8412,0x2aa, 1.76882e+12, 49.8402,0x2ab, 1.76882e+12, 49.8292,0x2ac, 1.76882e+12, 49.8322,0x2ad, 1.76882e+12, 49.8377,0x2ae, 1.76882e+12, 49.8392,0x2af, 1.76882e+12, 49.8432,0x2b0, 1.76882e+12, 49.8447,0x2b1, 1.76882e+12, 49.8542,0x53a, 1.76882e+12, 49.8398,
0x98, 1.76882e+12, 50.2504,0x9b, 1.76882e+12, 999.984,0x9c, 1.76882e+12, 50.2504,0x9d, 1.76882e+12, 50.2504,0x9f, 1.76882e+12, 50.2504,0x280, 1.76882e+12, 49.7126,0x281, 1.76882e+12, 50.1975,0x282, 1.76882e+12, 50.1975,0x283, 1.76882e+12, 50.196,0x284, 1.76882e+12, 50.2,0x285, 1.76882e+12, 50.1944,0x286, 1.76882e+12, 50.196,0x287, 1.76882e+12, 50.2055,0x288, 1.76882e+12, 49.8563,0x289, 1.76882e+12, 49.8577,0x28a, 1.76882e+12, 49.8713,0x28b, 1.76882e+12, 49.8768,0x28c, 1.76882e+12, 49.8783,0x28d, 1.76882e+12, 49.8833,0x28e, 1.76882e+12, 49.8933,0x28f, 1.76882e+12, 49.8893,0x290, 1.76882e+12, 49.8888,0x291, 1.76882e+12, 49.8883,0x292, 1.76882e+12, 49.8783,0x293, 1.76882e+12, 49.8783,0x294, 1.76882e+12, 49.8768,0x295, 1.76882e+12, 49.8723,0x296, 1.76882e+12, 49.8693,0x297, 1.76882e+12, 49.8713,0x298, 1.76882e+12, 49.8678,0x299, 1.76882e+12, 49.8763,0x29a, 1.76882e+12, 49.8783,0x29b, 1.76882e+12, 49.8893,0x29c, 1.76882e+12, 49.8933,0x29d, 1.76882e+12, 49.8983,0x29e, 1.76882e+12, 49.8933,0x29f, 1.76882e+12, 49.9033,0x2a0, 1.76882e+12, 49.9043,0x2a1, 1.76882e+12, 49.8958,0x2a2, 1.76882e+12, 49.9133,0x2a3, 1.76882e+12, 50.1002,0x2a4, 1.76882e+12, 50.0997,0x2a5, 1.76882e+12, 50.2589,0x2a6, 1.76882e+12, 50.257,0x2a7, 1.76882e+12, 50.2559,0x2a8, 1.76882e+12, 50.2544,0x2a9, 1.76882e+12, 50.255,0x2aa, 1.76882e+12, 50.2579,0x2ab, 1.76882e+12, 50.2554,0x2ac, 1.76882e+12, 50.2574,0x2ad, 1.76882e+12, 50.2569,0x2ae, 1.76882e+12, 51.5865,0x2af, 1.76882e+12, 50.2589,0x2b0, 1.76882e+12, 50.2544,0x2b1, 1.76882e+12, 50.2449,0x53a, 1.76882e+12, 50.6143,
0x98, 1.76882e+12, 49.9176,0x9b, 1.76882e+12, 1000.54,0x9c, 1.76882e+12, 49.9166,0x9d, 1.76882e+12, 49.9165,0x9f, 1.76882e+12, 49.9171,0x280, 1.76882e+12, 50.1805,0x281, 1.76882e+12, 49.7116,0x282, 1.76882e+12, 49.7126,0x283, 1.76882e+12, 49.7136,0x284, 1.76882e+12, 49.7101,0x285, 1.76882e+12, 49.7046,0x286, 1.76882e+12, 49.7031,0x287, 1.76882e+12, 49.7021,0x288, 1.76882e+12, 50.0529,0x289, 1.76882e+12, 50.0559,0x28a, 1.76882e+12, 50.0514,0x28b, 1.76882e+12, 50.0484,0x28c, 1.76882e+12, 50.0513,0x28d, 1.76882e+12, 50.0468,0x28e, 1.76882e+12, 50.0383,0x28f, 1.76882e+12, 50.0379,0x290, 1.76882e+12, 50.0414,0x291, 1.76882e+12, 50.0434,0x292, 1.76882e+12, 50.0469,0x293, 1.76882e+12, 50.0644,0x294, 1.76882e+12, 50.1024,0x295, 1.76882e+12, 50.1354,0x296, 1.76882e+12, 50.1694,0x297, 1.76882e+12, 50.2044,0x298, 1.76882e+12, 50.2443,0x299, 1.76882e+12, 50.2779,0x29a, 1.76882e+12, 50.3134,0x29b, 1.76882e+12, 50.3483,0x29c, 1.76882e+12, 50.3838,0x29d, 1.76882e+12, 50.4148,0x29e, 1.76882e+12, 50.4344,0x29f, 1.76882e+12, 50.4179,0x2a0, 1.76882e+12, 50.4224,0x2a1, 1.76882e+12, 50.4154,0x2a2, 1.76882e+12, 50.202,0x2a3, 1.76882e+12, 50.0071,0x2a4, 1.76882e+12, 49.8498,0x2a5, 1.76882e+12, 49.6881,0x2a6, 1.76882e+12, 49.6866,0x2a7, 1.76882e+12, 49.6871,0x2a8, 1.76882e+12, 49.6866,0x2a9, 1.76882e+12, 49.6861,0x2aa, 1.76882e+12, 49.6841,0x2ab, 1.76882e+12, 49.6866,0x2ac, 1.76882e+12, 49.7201,0x2ad, 1.76882e+12, 49.7531,0x2ae, 1.76882e+12, 48.4564,0x2af, 1.76882e+12, 49.8191,0x2b0, 1.76882e+12, 49.8626,0x2b1, 1.76882e+12, 49.901,0x53a, 1.76882e+12, 48.9803,
